t,3 mm,t,5 mm,t,8 mm,t,15 mm
4.97E-08,9.37704,4.97E-08,12.0807,4.97E-08,15.28889,4.97E-08,21.84056
4.97E-08,9.38336,4.97E-08,12.10163,4.97E-08,15.28889,4.97E-08,21.84056
4.97E-08,9.37353,4.97E-08,12.08069,5.47E-08,12.00014,5.47E-08,16.43756
4.97E-08,9.37353,4.97E-08,12.10163,5.47E-08,12.00012,5.47E-08,16.43756
4.97E-08,9.37701,5.47E-08,9.49408,5.97E-08,10.53655,5.97E-08,14.40606
4.97E-08,9.38335,5.47E-08,9.50315,5.97E-08,10.53654,5.97E-08,14.40606
5.47E-08,7.72029,5.47E-08,9.49407,6.47E-08,9.5115,6.47E-08,13.02389
5.47E-08,7.72322,5.47E-08,9.50313,6.47E-08,9.51149,6.47E-08,13.02389
5.47E-08,7.71865,5.97E-08,8.34328,6.97E-08,8.66047,6.97E-08,11.83321
5.47E-08,7.71867,5.97E-08,8.34904,6.97E-08,8.66046,6.97E-08,11.83321
5.47E-08,7.72026,5.97E-08,8.34328,7.47E-08,8.03825,7.47E-08,10.98674
5.47E-08,7.72318,5.97E-08,8.34903,7.47E-08,8.03824,7.47E-08,10.98674
5.97E-08,6.69477,6.47E-08,7.52667,7.97E-08,7.53501,7.97E-08,10.30394
5.97E-08,6.69645,6.47E-08,7.53065,7.97E-08,7.535,7.97E-08,10.30394
5.97E-08,6.69384,6.47E-08,7.52667,8.47E-08,7.11683,8.47E-08,9.74011
5.97E-08,6.69385,6.47E-08,7.53064,8.47E-08,7.11682,8.47E-08,9.74011
5.97E-08,6.69476,6.97E-08,6.86099,8.97E-08,6.75935,8.97E-08,9.26196
5.97E-08,6.69643,6.97E-08,6.864,8.97E-08,6.75935,8.97E-08,9.26196
6.47E-08,5.88738,6.97E-08,6.86098,9.47E-08,6.4463,9.47E-08,8.84721
6.47E-08,5.88855,6.97E-08,6.86399,9.47E-08,6.44629,9.47E-08,8.84721
6.47E-08,5.88672,7.47E-08,6.36561,9.97E-08,6.16642,9.97E-08,8.48052
6.47E-08,5.88673,7.47E-08,6.36803,9.97E-08,6.16642,9.97E-08,8.48052
6.47E-08,5.88737,7.47E-08,6.36561,1.05E-07,5.91176,1.05E-07,8.15093
6.47E-08,5.88854,7.47E-08,6.36802,1.05E-07,5.91176,1.05E-07,8.15093
6.97E-08,5.36186,7.97E-08,5.96307,1.10E-07,5.67653,1.10E-07,7.85047
6.97E-08,5.36276,7.97E-08,5.96508,1.10E-07,5.67653,1.10E-07,7.85047
6.97E-08,5.36136,7.97E-08,5.96307,1.15E-07,5.45649,1.15E-07,7.57314
6.97E-08,5.36137,7.97E-08,5.96507,1.15E-07,5.45649,1.15E-07,7.57314
6.97E-08,5.36185,8.47E-08,5.62599,1.20E-07,5.24847,1.20E-07,7.3144
6.97E-08,5.36275,8.47E-08,5.62768,1.20E-07,5.24847,1.20E-07,7.3144
7.47E-08,4.95915,8.47E-08,5.62599,1.25E-07,5.05015,1.25E-07,7.07075
7.47E-08,4.95987,8.47E-08,5.62768,1.25E-07,5.05014,1.25E-07,7.07074
7.47E-08,4.95875,8.97E-08,5.33511,1.30E-07,4.85978,1.30E-07,6.83946
7.47E-08,4.95875,8.97E-08,5.33656,1.30E-07,4.85978,1.30E-07,6.83946
7.47E-08,4.95914,8.97E-08,5.33511,1.35E-07,4.67615,1.35E-07,6.61842
7.47E-08,4.95986,8.97E-08,5.33656,1.35E-07,4.67615,1.35E-07,6.61842
7.97E-08,4.63431,9.47E-08,5.07759,1.40E-07,4.49838,1.40E-07,6.40598
7.97E-08,4.6349,9.47E-08,5.07884,1.40E-07,4.49838,1.40E-07,6.40598
7.97E-08,4.63397,9.47E-08,5.07759,1.45E-07,4.32591,1.45E-07,6.20086
7.97E-08,4.63397,9.47E-08,5.07884,1.45E-07,4.32591,1.45E-07,6.20086
7.97E-08,4.6343,9.97E-08,4.8457,1.50E-07,4.15839,1.50E-07,6.0021
7.97E-08,4.63489,9.97E-08,4.84462,1.50E-07,4.15839,1.50E-07,6.0021
8.47E-08,4.36067,9.97E-08,4.84462,1.55E-07,3.99564,1.55E-07,5.80898
8.47E-08,4.36117,9.97E-08,4.8457,1.55E-07,3.99564,1.55E-07,5.80898
8.47E-08,4.36039,1.05E-07,4.63095,1.60E-07,3.83761,1.60E-07,5.62098
8.47E-08,4.36039,1.05E-07,4.63095,1.60E-07,3.83761,1.60E-07,5.62098
8.47E-08,4.36066,1.05E-07,4.63001,1.61E-07,3.80648,1.61E-07,5.58385
8.47E-08,4.36116,1.05E-07,4.63001,1.61E-07,3.80648,1.61E-07,5.58385
8.97E-08,4.12197,1.10E-07,4.4294,1.62E-07,3.77561,1.62E-07,5.54699
8.97E-08,4.12173,1.10E-07,4.43021,1.62E-07,3.77561,1.62E-07,5.54699
8.97E-08,4.12174,1.10E-07,4.4294,1.63E-07,3.74494,1.63E-07,5.51034
8.97E-08,4.12196,1.10E-07,4.4302,1.63E-07,3.74494,1.63E-07,5.51034
8.97E-08,4.12238,1.15E-07,4.23965,1.64E-07,3.71447,1.64E-07,5.47388
8.97E-08,4.12239,1.15E-07,4.24035,1.64E-07,3.71447,1.64E-07,5.47388
9.47E-08,3.90779,1.15E-07,4.23965,1.65E-07,3.68419,1.65E-07,5.4376
9.47E-08,3.90815,1.15E-07,4.24034,1.65E-07,3.68419,1.65E-07,5.4376
9.47E-08,3.90759,1.20E-07,4.05858,1.66E-07,3.65412,1.66E-07,5.40151
9.47E-08,3.90759,1.20E-07,4.05918,1.66E-07,3.65412,1.66E-07,5.40151
9.47E-08,3.90779,1.20E-07,4.05857,1.67E-07,3.62424,1.67E-07,5.3656
9.47E-08,3.90814,1.20E-07,4.05917,1.67E-07,3.62424,1.67E-07,5.3656
9.97E-08,3.71126,1.25E-07,3.88467,1.68E-07,3.59455,1.68E-07,5.32987
9.97E-08,3.71157,1.25E-07,3.88518,1.68E-07,3.59455,1.68E-07,5.32987
9.97E-08,3.71109,1.25E-07,3.88466,1.69E-07,3.56506,1.69E-07,5.29432
9.97E-08,3.71109,1.25E-07,3.88517,1.69E-07,3.56506,1.69E-07,5.29432
9.97E-08,3.71126,1.30E-07,3.71693,1.70E-07,3.53577,1.70E-07,5.25895
9.97E-08,3.71156,1.30E-07,3.71737,1.70E-07,3.53577,1.70E-07,5.25895
1.05E-07,3.52779,1.30E-07,3.71693,1.71E-07,3.50667,1.71E-07,5.22375
1.05E-07,3.52804,1.30E-07,3.71736,1.71E-07,3.50667,1.71E-07,5.22375
1.05E-07,3.52764,1.35E-07,3.55477,1.72E-07,3.47777,1.72E-07,5.18872
1.05E-07,3.52764,1.35E-07,3.55513,1.72E-07,3.47777,1.72E-07,5.18872
1.05E-07,3.52778,1.35E-07,3.55477,1.73E-07,3.44907,1.73E-07,5.15387
1.05E-07,3.52803,1.35E-07,3.55513,1.73E-07,3.44907,1.73E-07,5.15387
1.10E-07,3.3543,1.40E-07,3.39786,1.74E-07,3.42057,1.74E-07,5.1192
1.10E-07,3.35452,1.40E-07,3.39817,1.74E-07,3.42057,1.74E-07,5.11919
1.10E-07,3.35418,1.40E-07,3.39786,1.75E-07,3.39227,1.75E-07,5.08469
1.10E-07,3.35419,1.40E-07,3.39816,1.75E-07,3.39227,1.75E-07,5.08469
1.10E-07,3.3543,1.45E-07,3.2461,1.76E-07,3.36417,1.76E-07,5.05036
1.10E-07,3.35451,1.45E-07,3.24635,1.76E-07,3.36417,1.76E-07,5.05036
1.15E-07,3.18884,1.45E-07,3.2461,1.77E-07,3.33627,1.77E-07,5.0162
1.15E-07,3.18902,1.45E-07,3.24635,1.77E-07,3.33627,1.77E-07,5.0162
1.15E-07,3.18874,1.50E-07,3.09949,1.78E-07,3.30857,1.78E-07,4.98222
1.15E-07,3.18874,1.50E-07,3.09949,1.78E-07,3.30857,1.78E-07,4.98222
1.15E-07,3.18884,1.50E-07,3.0997,1.79E-07,3.28107,1.79E-07,4.94841
1.15E-07,3.18901,1.50E-07,3.0997,1.79E-07,3.28107,1.79E-07,4.94841
1.20E-07,3.0302,1.55E-07,2.9583,1.80E-07,3.25378,1.80E-07,4.91477
1.20E-07,3.03034,1.55E-07,2.95813,1.80E-07,3.25378,1.80E-07,4.91477
1.20E-07,3.03011,1.55E-07,2.95813,1.81E-07,3.22669,1.81E-07,4.8813
1.20E-07,3.03011,1.55E-07,2.9583,1.81E-07,3.22669,1.81E-07,4.8813
1.20E-07,3.03019,1.60E-07,2.82215,1.82E-07,3.19981,1.82E-07,4.84801
1.20E-07,3.03034,1.60E-07,2.82229,1.82E-07,3.19981,1.82E-07,4.84801
1.25E-07,2.8777,1.60E-07,2.82215,1.83E-07,3.17313,1.83E-07,4.81489
1.25E-07,2.87782,1.60E-07,2.82228,1.83E-07,3.17313,1.83E-07,4.81489
1.25E-07,2.87763,1.61E-07,2.79552,1.84E-07,3.14666,1.84E-07,4.78195
1.25E-07,2.87763,1.61E-07,2.79565,1.84E-07,3.14666,1.84E-07,4.78195
1.25E-07,2.87769,1.61E-07,2.79552,1.85E-07,3.12039,1.85E-07,4.74918
1.25E-07,2.87781,1.61E-07,2.79565,1.85E-07,3.12039,1.85E-07,4.74918
1.30E-07,2.73107,1.62E-07,2.76929,1.86E-07,3.09433,1.86E-07,4.71658
1.30E-07,2.73117,1.62E-07,2.76916,1.86E-07,3.09433,1.86E-07,4.71658
1.30E-07,2.73101,1.62E-07,2.76916,1.87E-07,3.06848,1.87E-07,4.68416
1.30E-07,2.73101,1.62E-07,2.76928,1.87E-07,3.06848,1.87E-07,4.68416
1.30E-07,2.73106,1.63E-07,2.74304,1.88E-07,3.04283,1.88E-07,4.65191
1.30E-07,2.73116,1.63E-07,2.74316,1.88E-07,3.04284,1.88E-07,4.65191
1.35E-07,2.59032,1.63E-07,2.74304,1.89E-07,3.0174,1.89E-07,4.61985
1.35E-07,2.59025,1.63E-07,2.74315,1.89E-07,3.0174,1.89E-07,4.61985
1.35E-07,2.5902,1.64E-07,2.71715,1.90E-07,2.99217,1.90E-07,4.58795
1.35E-07,2.5902,1.64E-07,2.71726,1.90E-07,2.99217,1.90E-07,4.58795
1.35E-07,2.59024,1.64E-07,2.71715,1.91E-07,2.96714,1.91E-07,4.55624
1.35E-07,2.59033,1.64E-07,2.71726,1.91E-07,2.96714,1.91E-07,4.55624
1.40E-07,2.45532,1.65E-07,2.69148,1.92E-07,2.94233,1.92E-07,4.5247
1.40E-07,2.45528,1.65E-07,2.69148,1.92E-07,2.94233,1.92E-07,4.5247
1.40E-07,2.45529,1.65E-07,2.69159,1.93E-07,2.91772,1.93E-07,4.49334
1.40E-07,2.45532,1.65E-07,2.69159,1.93E-07,2.91772,1.93E-07,4.49334
1.40E-07,2.45538,1.66E-07,2.66605,1.94E-07,2.89332,1.94E-07,4.46216
1.40E-07,2.45538,1.66E-07,2.66615,1.94E-07,2.89332,1.94E-07,4.46216
1.45E-07,2.32643,1.66E-07,2.66605,1.95E-07,2.86913,1.95E-07,4.43116
1.45E-07,2.32648,1.66E-07,2.66615,1.95E-07,2.86913,1.95E-07,4.43116
1.45E-07,2.3264,1.67E-07,2.64084,1.96E-07,2.84515,1.96E-07,4.40034
1.45E-07,2.3264,1.67E-07,2.64094,1.96E-07,2.84515,1.96E-07,4.40034
1.45E-07,2.32643,1.67E-07,2.64084,1.97E-07,2.82137,1.97E-07,4.3697
1.45E-07,2.32647,1.67E-07,2.64093,1.97E-07,2.82138,1.97E-07,4.3697
1.50E-07,2.20371,1.68E-07,2.61585,1.98E-07,2.79781,1.98E-07,4.33924
1.50E-07,2.20375,1.68E-07,2.61595,1.98E-07,2.79781,1.98E-07,4.33924
1.50E-07,2.20369,1.68E-07,2.61585,1.99E-07,2.77445,1.99E-07,4.30897
1.50E-07,2.20369,1.68E-07,2.61595,1.99E-07,2.77445,1.99E-07,4.30897
1.50E-07,2.20371,1.69E-07,2.59119,2.00E-07,2.75129,2.00E-07,4.27887
1.50E-07,2.20375,1.69E-07,2.5911,2.00E-07,2.75129,2.00E-07,4.27887
1.55E-07,2.08727,1.69E-07,2.59119,2.01E-07,2.72835,2.01E-07,4.24896
1.55E-07,2.0873,1.69E-07,2.5911,2.01E-07,2.72835,2.01E-07,4.24896
1.55E-07,2.08725,1.70E-07,2.56657,2.02E-07,2.70561,2.02E-07,4.21923
1.55E-07,2.08725,1.70E-07,2.56666,2.02E-07,2.70561,2.02E-07,4.21923
1.55E-07,2.08727,1.70E-07,2.56657,2.03E-07,2.68307,2.03E-07,4.18969
1.55E-07,2.08729,1.70E-07,2.56665,2.03E-07,2.68307,2.03E-07,4.18969
1.60E-07,1.97715,1.71E-07,2.54235,2.04E-07,2.66074,2.04E-07,4.16032
1.60E-07,1.97717,1.71E-07,2.54227,2.04E-07,2.66074,2.04E-07,4.16032
1.60E-07,1.97713,1.71E-07,2.54227,2.05E-07,2.63862,2.05E-07,4.13115
1.60E-07,1.97713,1.71E-07,2.54235,2.05E-07,2.63862,2.05E-07,4.13115
1.60E-07,1.97714,1.72E-07,2.51819,2.06E-07,2.6167,2.06E-07,4.10216
1.60E-07,1.97716,1.72E-07,2.51827,2.06E-07,2.6167,2.06E-07,4.10216
1.61E-07,1.9558,1.72E-07,2.51819,2.07E-07,2.59498,2.07E-07,4.07335
1.61E-07,1.95582,1.72E-07,2.51827,2.07E-07,2.59498,2.07E-07,4.07335
1.61E-07,1.95579,1.73E-07,2.49435,2.08E-07,2.57346,2.08E-07,4.04473
1.61E-07,1.95579,1.73E-07,2.49442,2.08E-07,2.57346,2.08E-07,4.04473
1.61E-07,1.9558,1.73E-07,2.49435,2.09E-07,2.55215,2.09E-07,4.0163
1.61E-07,1.95582,1.73E-07,2.49442,2.09E-07,2.55215,2.09E-07,4.0163
1.62E-07,1.93474,1.74E-07,2.47073,2.10E-07,2.53104,2.10E-07,3.98805
1.62E-07,1.93476,1.74E-07,2.4708,2.10E-07,2.53104,2.10E-07,3.98805
1.62E-07,1.93472,1.74E-07,2.47073,2.11E-07,2.51013,2.11E-07,3.95999
1.62E-07,1.93473,1.74E-07,2.47079,2.11E-07,2.51013,2.11E-07,3.95999
1.62E-07,1.93473,1.75E-07,2.44733,2.12E-07,2.48941,2.12E-07,3.93211
1.62E-07,1.93475,1.75E-07,2.4474,2.12E-07,2.48941,2.12E-07,3.93211
1.63E-07,1.91394,1.75E-07,2.44733,2.13E-07,2.4689,2.13E-07,3.90443
1.63E-07,1.91396,1.75E-07,2.4474,2.13E-07,2.4689,2.13E-07,3.90443
1.63E-07,1.91393,1.76E-07,2.42417,2.14E-07,2.44858,2.14E-07,3.87693
1.63E-07,1.91393,1.76E-07,2.42423,2.14E-07,2.44859,2.14E-07,3.87693
1.63E-07,1.91394,1.76E-07,2.42417,2.15E-07,2.42847,2.15E-07,3.84961
1.63E-07,1.91395,1.76E-07,2.42423,2.15E-07,2.42847,2.15E-07,3.84961
1.64E-07,1.8934,1.77E-07,2.40123,2.16E-07,2.40854,2.16E-07,3.82249
1.64E-07,1.89342,1.77E-07,2.40129,2.16E-07,2.40854,2.16E-07,3.82249
1.64E-07,1.89339,1.77E-07,2.40123,2.17E-07,2.38881,2.17E-07,3.79555
1.64E-07,1.89339,1.77E-07,2.40129,2.17E-07,2.38882,2.17E-07,3.79555
1.64E-07,1.8934,1.78E-07,2.37852,2.18E-07,2.36928,2.18E-07,3.7688
1.64E-07,1.89341,1.78E-07,2.37857,2.18E-07,2.36928,2.18E-07,3.76881
1.65E-07,1.87312,1.78E-07,2.37852,2.19E-07,2.34994,2.19E-07,3.74224
1.65E-07,1.87313,1.78E-07,2.37857,2.19E-07,2.34994,2.19E-07,3.74224
1.65E-07,1.8731,1.79E-07,2.35603,2.20E-07,2.33079,2.20E-07,3.71587
1.65E-07,1.87311,1.79E-07,2.35609,2.20E-07,2.33079,2.20E-07,3.71587
1.65E-07,1.87311,1.79E-07,2.35603,2.21E-07,2.31183,2.21E-07,3.68969
1.65E-07,1.87313,1.79E-07,2.35608,2.21E-07,2.31183,2.21E-07,3.68969
1.66E-07,1.85309,1.80E-07,2.33377,2.22E-07,2.29306,2.22E-07,3.66369
1.66E-07,1.8531,1.80E-07,2.33382,2.22E-07,2.29306,2.22E-07,3.66369
1.66E-07,1.85307,1.80E-07,2.33377,2.23E-07,2.27448,2.23E-07,3.63788
1.66E-07,1.85308,1.80E-07,2.33382,2.23E-07,2.27448,2.23E-07,3.63788
1.66E-07,1.85308,1.81E-07,2.31174,2.24E-07,2.25608,2.24E-07,3.61226
1.66E-07,1.8531,1.81E-07,2.31179,2.24E-07,2.25608,2.24E-07,3.61226
1.67E-07,1.83331,1.81E-07,2.31173,2.25E-07,2.23787,2.25E-07,3.58682
1.67E-07,1.83332,1.81E-07,2.31178,2.25E-07,2.23787,2.25E-07,3.58682
1.67E-07,1.8333,1.82E-07,2.28993,2.26E-07,2.21985,2.26E-07,3.56157
1.67E-07,1.8333,1.82E-07,2.28997,2.26E-07,2.21985,2.26E-07,3.56157
1.67E-07,1.8333,1.82E-07,2.28993,2.27E-07,2.20201,2.27E-07,3.53651
1.67E-07,1.83332,1.82E-07,2.28997,2.27E-07,2.20201,2.27E-07,3.53651
1.68E-07,1.81378,1.83E-07,2.26834,2.28E-07,2.18435,2.28E-07,3.51164
1.68E-07,1.81379,1.83E-07,2.26839,2.28E-07,2.18435,2.28E-07,3.51164
1.68E-07,1.81377,1.83E-07,2.26834,2.29E-07,2.16687,2.29E-07,3.48695
1.68E-07,1.81377,1.83E-07,2.26838,2.29E-07,2.16687,2.29E-07,3.48695
1.68E-07,1.81377,1.84E-07,2.24698,2.30E-07,2.14957,2.30E-07,3.46245
1.68E-07,1.81379,1.84E-07,2.24702,2.30E-07,2.14957,2.30E-07,3.46245
1.69E-07,1.7945,1.84E-07,2.24698,2.31E-07,2.13245,2.31E-07,3.43813
1.69E-07,1.79451,1.84E-07,2.24702,2.31E-07,2.13245,2.31E-07,3.43813
1.69E-07,1.79449,1.85E-07,2.22584,2.32E-07,2.1155,2.32E-07,3.414
1.69E-07,1.79449,1.85E-07,2.22589,2.32E-07,2.1155,2.32E-07,3.414
1.69E-07,1.79449,1.85E-07,2.22584,2.33E-07,2.09832,2.33E-07,3.38826
1.69E-07,1.79451,1.85E-07,2.22588,2.33E-07,2.09832,2.33E-07,3.38826
1.70E-07,1.77546,1.86E-07,2.20493,2.34E-07,2.08173,2.34E-07,3.36629
1.70E-07,1.77547,1.86E-07,2.20497,2.34E-07,2.08173,2.34E-07,3.36629
1.70E-07,1.77545,1.86E-07,2.20493,2.35E-07,2.06449,2.35E-07,3.34153
1.70E-07,1.77545,1.86E-07,2.20497,2.35E-07,2.06449,2.35E-07,3.34153
1.70E-07,1.77546,1.87E-07,2.18424,2.36E-07,2.04947,2.36E-07,3.31931
1.70E-07,1.77547,1.87E-07,2.18428,2.36E-07,2.04947,2.36E-07,3.31931
1.71E-07,1.75667,1.87E-07,2.18424,2.37E-07,2.03299,2.37E-07,3.29494
1.71E-07,1.75668,1.87E-07,2.18427,2.37E-07,2.03299,2.37E-07,3.29494
1.71E-07,1.75666,1.88E-07,2.16377,2.38E-07,2.01699,2.38E-07,3.27135
1.71E-07,1.75667,1.88E-07,2.1638,2.38E-07,2.01699,2.38E-07,3.27135
1.71E-07,1.75667,1.88E-07,2.16377,2.39E-07,2.00047,2.39E-07,3.25022
1.71E-07,1.75668,1.88E-07,2.1638,2.39E-07,2.00047,2.39E-07,3.25022
1.72E-07,1.73814,1.89E-07,2.14352,2.40E-07,1.98491,2.40E-07,3.22642
1.72E-07,1.73813,1.89E-07,2.14355,2.40E-07,1.98491,2.40E-07,3.22642
1.72E-07,1.73812,1.89E-07,2.14352,2.41E-07,1.97028,2.41E-07,3.20506
1.72E-07,1.73812,1.89E-07,2.14355,2.41E-07,1.97028,2.41E-07,3.20506
1.72E-07,1.73812,1.90E-07,2.12349,2.42E-07,1.95504,2.42E-07,3.1822
1.72E-07,1.73814,1.90E-07,2.12352,2.42E-07,1.95504,2.42E-07,3.1822
1.73E-07,1.71983,1.90E-07,2.12349,2.43E-07,1.93958,2.43E-07,3.16008
1.73E-07,1.71984,1.90E-07,2.12351,2.43E-07,1.93958,2.43E-07,3.16008
1.73E-07,1.71982,1.91E-07,2.10367,2.44E-07,1.92541,2.44E-07,3.13759
1.73E-07,1.71982,1.91E-07,2.1037,2.44E-07,1.92541,2.44E-07,3.13759
1.73E-07,1.71982,1.91E-07,2.10367,2.45E-07,1.90992,2.45E-07,3.11582
1.73E-07,1.71983,1.91E-07,2.1037,2.45E-07,1.90992,2.45E-07,3.11582
1.74E-07,1.70176,1.92E-07,2.08408,2.46E-07,1.89532,2.46E-07,3.0937
1.74E-07,1.70177,1.92E-07,2.08411,2.46E-07,1.89532,2.46E-07,3.0937
1.74E-07,1.70176,1.92E-07,2.08408,2.47E-07,1.8816,2.47E-07,3.07389
1.74E-07,1.70176,1.92E-07,2.0841,2.47E-07,1.8816,2.47E-07,3.07389
1.74E-07,1.70176,1.93E-07,2.0647,2.48E-07,1.86687,2.48E-07,3.05212
1.74E-07,1.70177,1.93E-07,2.06473,2.48E-07,1.86687,2.48E-07,3.05212
1.75E-07,1.68394,1.93E-07,2.0647,2.49E-07,1.85204,2.49E-07,3.03053
1.75E-07,1.68395,1.93E-07,2.06472,2.49E-07,1.85204,2.49E-07,3.03053
1.75E-07,1.68393,1.94E-07,2.04553,2.50E-07,1.83911,2.50E-07,3.00912
1.75E-07,1.68394,1.94E-07,2.04556,2.50E-07,1.83911,2.50E-07,3.00912
